Trial,Alpha_Avg_Time,Naive_Avg_Time,Strassen_Avg_Time
2,0.00012557208006910514,6.978042001719587e-05,0.00010018624998338055
3,0.000512431250026566,0.0003262858399830293,9.285916996304878e-05
4,0.001926889590031351,0.0010957374999998137,0.0001089625000167871
5,0.0035723716599750334,0.0029619458399974975,0.00010056958002678584
9,0.06353417999998782,0.034105357080043176,9.508540999377147e-05
10,0.0646892004199617,0.056073281670032886,0.0001046199999836972
11,0.1297794375000376,0.08882148707998568,0.00010386540998297278
