Trial,Alpha_Avg_Time,Naive_Avg_Time,Strassen_Avg_Time
2,0.00011043750004319008,7.864416002121289e-05,9.72320800065063e-05
3,0.0005107824999868171,0.00031136541998421307,9.181457993690855e-05
4,0.0016368141699786066,0.001008044170011999,0.00010058874999231193
5,0.00314927749997878,0.0024868454199895498,9.437459004402627e-05
9,0.07119284791006067,0.033571772089999286,9.54095799534116e-05
10,0.058944234580048945,0.054878435409991655,0.00010433499999635388
11,0.1458144920799532,0.08632410416001221,9.675749999587423e-05
